"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"XBLAZE Code: Embryo","PS3","2013","Adventure","Arc System Works",0.02,0,0.01,0,0.03
"Young Justice: Legacy","PS3","2013","Action","Namco Bandai Games",0.06,0.02,0,0.01,0.09
"Zillions of Enemy X: Zetsukai no Crusade","PS3","2013","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02
"2014 FIFA World Cup Brazil","PS3","2014","Sports","Electronic Arts",0.15,0.39,0.01,0.16,0.71
"3rd Super Robot Wars Z Jigoku Hen","PS3","2014","Role-Playing","Namco Bandai Games",0,0,0.23,0,0.23
"Alien: Isolation","PS3","2014","Shooter","Sega",0.12,0.19,0,0.07,0.37
"Ar Nosurge: Ode to an Unborn Star","PS3","2014","Role-Playing","Tecmo Koei",0.05,0.04,0.06,0.02,0.16
"Assassin's Creed: Rogue","PS3","2014","Action","Ubisoft",0.46,0.62,0.06,0.23,1.37
"Atelier Shallie: Alchemists of the Dusk Sea","PS3","2014","Role-Playing","Tecmo Koei",0.06,0.05,0.08,0.02,0.2
"Borderlands: The Pre-Sequel","PS3","2014","Shooter","Take-Two Interactive",0.25,0.26,0.05,0.11,0.67
"Cabela's Big Game Hunter: Pro Hunts","PS3","2014","Shooter","Activision",0.03,0,0,0,0.03
"Call of Duty: Advanced Warfare","PS3","2014","Shooter","Activision",1.54,1.94,0.19,0.77,4.45
"Castlevania: Lords of Shadow 2","PS3","2014","Action","Konami Digital Entertainment",0.03,0.13,0.02,0.04,0.22
"CV Casting Voice","PS3","2014","Adventure","Namco Bandai Games",0,0,0.02,0,0.02
"Dark Souls II","PS3","2014","Role-Playing","Namco Bandai Games",0.4,0.36,0.4,0.17,1.32
"Date A Live: Arusu Install","PS3","2014","Adventure","Compile Heart",0,0,0.02,0,0.02
"Deception IV: Blood Ties","PS3","2014","Action","Tecmo Koei",0.02,0.02,0.06,0.01,0.12
"Dengeki Bunko Fighting Climax","PS3","2014","Fighting","Sega",0.05,0,0.09,0.01,0.16
"Destiny","PS3","2014","Shooter","Activision",0.67,0.66,0.12,0.27,1.73
"Digimon All-Star Rumble","PS3","2014","Fighting","Namco Bandai Games",0.06,0.03,0,0.02,0.1
"Disney Infinity 2.0: Marvel Super Heroes","PS3","2014","Action","Disney Interactive Studios",0.44,0.4,0,0.17,1.02
"Don Bradman Cricket 14","PS3","2014","Sports","Tru Blu Entertainment",0,0.02,0,0,0.02
"Dragon Age: Inquisition","PS3","2014","Role-Playing","Electronic Arts",0.26,0.23,0.05,0.1,0.65
"Dragon Ball Z: Battle of Z","PS3","2014","Fighting","Namco Bandai Games",0.1,0.11,0.06,0.05,0.33
"Dream C Club: GoGo","PS3","2014","Adventure","D3Publisher",0,0,0.02,0,0.02
"Dynasty Warriors 8: Empires","PS3","2014","Action","Tecmo Koei",0,0,0.09,0,0.09
"Enemy Front","PS3","2014","Shooter","City Interactive",0.01,0.05,0,0.01,0.07
"Escape Dead Island","PS3","2014","Action","Deep Silver",0.03,0.04,0,0.01,0.08
"F1 2014","PS3","2014","Racing","Codemasters",0.07,0.31,0.02,0.08,0.49
"Far Cry 4","PS3","2014","Shooter","Ubisoft",0.33,0.79,0.08,0.23,1.44
"FIFA 15","PS3","2014","Sports","Electronic Arts",0.57,3.14,0.04,1.07,4.82
"Godzilla (2014)","PS3","2014","Action","Namco Bandai Games",0,0.01,0.06,0,0.07
"GRID Autosport","PS3","2014","Racing","Codemasters",0.05,0.11,0.01,0.04,0.21
"Guilty Gear Xrd: Sign","PS3","2014","Fighting","Arc System Works",0.09,0,0.07,0.02,0.18
"Gundam Breaker 2","PS3","2014","Action","Namco Bandai Games",0,0,0.14,0,0.14
"Hajime no Ippo: The Fighting! (2014)","PS3","2014","Sports","Namco Bandai Games",0,0,0.03,0,0.03
"Hatsune Miku: Project Diva F 2nd","PS3","2014","Misc","Sega",0.09,0.04,0.1,0.03,0.25
"How to Train Your Dragon 2","PS3","2014","Adventure","Little Orbit",0.03,0.08,0,0.02,0.13
"Infinite Stratos 2: Ignition Hearts","PS3","2014","Adventure","5pb",0,0,0.03,0,0.03
"J Stars Victory Vs.","PS3","2014","Fighting","Namco Bandai Games",0.04,0.06,0.2,0.02,0.32
"Jikkyou Powerful Pro Yakyuu 2014","PS3","2014","Sports","Konami Digital Entertainment",0,0,0.17,0,0.17
"Just Dance 2015","PS3","2014","Misc","Ubisoft",0.12,0.11,0,0.05,0.28
"Kamen Rider: Battride War II","PS3","2014","Action","Namco Bandai Games",0,0,0.1,0,0.1
"Kingdom Hearts II","PS3","2014","Role-Playing","Square Enix",0.52,0.43,0.18,0.19,1.32
"Lego Batman 3: Beyond Gotham","PS3","2014","Action","Warner Bros. Interactive Entertainment",0.33,0.35,0,0.13,0.81
"LEGO The Hobbit","PS3","2014","Action","Warner Bros. Interactive Entertainment",0.12,0.32,0,0.1,0.54
"LittleBigPlanet 3","PS3","2014","Platform","Sony Computer Entertainment",0.2,0.43,0.01,0.11,0.75
"Lost Dimension","PS3","2014","Role-Playing","Nippon Ichi Software",0.05,0.01,0,0.01,0.08
"Madden NFL 15","PS3","2014","Sports","Electronic Arts",1.07,0.15,0,0.19,1.41
"Metal Gear Solid V: Ground Zeroes","PS3","2014","Action","Konami Digital Entertainment",0.14,0.14,0.27,0.06,0.62
"Middle-Earth: Shadow of Mordor","PS3","2014","Action","Warner Bros. Interactive Entertainment",0.2,0.33,0.01,0.1,0.64
"Minecraft","PS3","2014","Misc","Sony Computer Entertainment",1.97,2.51,0,0.94,5.42
"MLB 14: The Show","PS3","2014","Sports","Sony Computer Entertainment America",0.35,0,0,0.04,0.39
"Mobile Suit Gundam Side Story: Missing Link","PS3","2014","Action","Namco Bandai Games",0,0,0.12,0,0.12
"Mobile Suit Gundam: Extreme VS Full Boost","PS3","2014","Fighting","Namco Bandai Games",0,0,0.38,0,0.38
"MotoGP 14","PS3","2014","Racing","Milestone S.r.l.",0.04,0.06,0,0.02,0.12
"Motto! SoniComi","PS3","2014","Simulation","Kadokawa Games",0,0,0.02,0,0.02
"Murdered: Soul Suspect","PS3","2014","Action","Square Enix",0.05,0.06,0.02,0.02,0.15
"MX vs. ATV Supercross","PS3","2014","Racing","Nordic Games",0.02,0.01,0,0.01,0.03
"Naruto Shippuden: Ultimate Ninja Storm Revolution","PS3","2014","Fighting","Namco Bandai Games",0.15,0.16,0.09,0.08,0.47
"NASCAR '14","PS3","2014","Racing","Deep Silver",0.09,0,0,0.01,0.1
"Natural Doctrine","PS3","2014","Role-Playing","Nippon Ichi Software",0.03,0.01,0.01,0.01,0.05
"NBA 2K15","PS3","2014","Sports","Take-Two Interactive",0.86,0.27,0.02,0.22,1.36
"NHL 15","PS3","2014","Sports","Electronic Arts",0.21,0.11,0,0.06,0.38
"One Piece: Unlimited World Red","PS3","2014","Action","Namco Bandai Games",0.09,0.12,0.06,0.05,0.3
"Pac-Man and the Ghostly Adventures 2","PS3","2014","Adventure","Namco Bandai Games",0.05,0.04,0,0.02,0.11
"Persona 4: Arena Ultimax","PS3","2014","Fighting","Atlus",0,0.01,0.13,0,0.14
"Plants vs. Zombies: Garden Warfare","PS3","2014","Shooter","Electronic Arts",0.22,0.4,0.01,0.14,0.76
"Pro Evolution Soccer 2015","PS3","2014","Sports","Konami Digital Entertainment",0.1,0.23,0.22,0.08,0.62
"Pro Yaky? Spirits 2014","PS3","2014","Sports","Konami Digital Entertainment",0,0,0.14,0,0.14
"Puyo Puyo Tetris","PS3","2014","Puzzle","Sega",0,0,0.04,0,0.04
"Ragnarok Odyssey","PS3","2014","Role-Playing","GungHo",0.03,0.01,0,0.01,0.04
"Risen 3: Titan Lords","PS3","2014","Role-Playing","Deep Silver",0.02,0.06,0,0.02,0.1
"Sacred 3","PS3","2014","Role-Playing","Deep Silver",0.03,0.05,0.02,0.02,0.12
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!","PS3","2014","Fighting","Namco Bandai Games",0,0,0.01,0,0.01
"Samurai Warriors 4","PS3","2014","Action","Tecmo Koei",0,0,0.26,0,0.26
"Sengoku Basara 4","PS3","2014","Action","Capcom",0,0,0.27,0,0.27
"Sherlock Holmes: Crimes & Punishments","PS3","2014","Adventure","Focus Home Interactive",0.03,0.04,0,0.01,0.08
"Shin Hayarigami","PS3","2014","Adventure","Nippon Ichi Software",0,0,0.04,0,0.04
"Shin Koihime Musou: Otome Taisen * Sangokushi Engi","PS3","2014","Adventure","Views",0,0,0.01,0,0.01
"Shining Resonance","PS3","2014","Role-Playing","Sega",0,0,0.14,0,0.14
"Singstar: Ultimate Party","PS3","2014","Misc","Sony Computer Entertainment Europe",0,0.12,0,0.02,0.14
"Skylanders: Trap Team","PS3","2014","Action","Activision",0.24,0.33,0,0.12,0.69
"Sniper Elite 3","PS3","2014","Shooter","505 Games",0.1,0.15,0,0.06,0.31
"South Park: The Stick of Truth","PS3","2014","Role-Playing","Ubisoft",0.42,0.38,0,0.17,0.98
"Strider (2014)","PS3","2014","Platform","Capcom",0,0,0.01,0,0.01
"Super Hero Generation","PS3","2014","Role-Playing","Namco Bandai Games",0,0,0.03,0,0.03
"Super Heroine Chronicle","PS3","2014","Role-Playing","Namco Bandai Games",0,0,0.03,0,0.03
"Super Robot Wars OG Saga Masou Kishin F: Coffin of the End","PS3","2014","Strategy","Namco Bandai Games",0,0,0.06,0,0.06
"Teenage Mutant Ninja Turtles: Danger of the Ooze","PS3","2014","Adventure","Activision",0.11,0.11,0,0.05,0.27
"The Amazing Spider-Man 2 (2014)","PS3","2014","Action","Activision",0.06,0.16,0.02,0.05,0.29
"The Awakened Fate Ultimatum","PS3","2014","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02
"The Evil Within","PS3","2014","Action","Bethesda Softworks",0.26,0.39,0.12,0.14,0.92
"The IdolM@ster: One for All","PS3","2014","Misc","Namco Bandai Games",0,0,0.13,0,0.13
"The Legend of Heroes: Trails of Cold Steel II","PS3","2014","Role-Playing","Nippon Ichi Software",0.01,0,0.11,0,0.12
"The LEGO Movie Videogame","PS3","2014","Action","Warner Bros. Interactive Entertainment",0.33,0.48,0.02,0.18,1.01
"The Voice","PS3","2014","Action","Activision",0.02,0,0,0,0.02
"The Walking Dead: Season Two","PS3","2014","Adventure","Telltale Games",0.09,0.09,0,0.04,0.22
"The Wolf Among Us","PS3","2014","Adventure","Telltale Games",0.05,0.03,0,0.02,0.1
"Thief (2014)","PS3","2014","Action","Square Enix",0.1,0.2,0.02,0.08,0.4
"Tokyo Twilight Ghost Hunters","PS3","2014","Role-Playing","Aksys Games",0.03,0,0.02,0.01,0.06
"Tour de France 2014","PS3","2014","Sports","Focus Home Interactive",0,0.02,0,0,0.02
"Transformer: Rise of the Dark Spark","PS3","2014","Action","Activision",0.04,0.05,0.01,0.02,0.13
"Tsukigime Ranko's Longest Day","PS3","2014","Action","Namco Bandai Games",0,0.01,0,0,0.01
"Under Night In-Birth","PS3","2014","Fighting","Nippon Ichi Software",0.06,0.02,0.04,0.02,0.13
"Watch Dogs","PS3","2014","Action","Ubisoft",0.56,0.89,0.1,0.37,1.93
"Winning Post 8","PS3","2014","Racing","Tecmo Koei",0,0,0.05,0,0.05
"Wolfenstein: The New Order","PS3","2014","Shooter","Bethesda Softworks",0.14,0.25,0.02,0.09,0.51
"WWE 2K15","PS3","2014","Sports","Take-Two Interactive",0.36,0.35,0,0.14,0.85
"Yaiba: Ninja Gaiden Z","PS3","2014","Action","Tecmo Koei",0.05,0.04,0,0.02,0.1
"Yakuza: Ishin","PS3","2014","Action","Sega",0,0,0.26,0,0.26
"3rd Super Robot Wars Z: Tengoku-Hen","PS3","2015","Action","Namco Bandai Games",0,0,0.15,0,0.15
"Adventure Time: Finn & Jake Investigations","PS3","2015","Action","Little Orbit",0.02,0.07,0,0.02,0.1
"Arslan: The Warriors of Legend","PS3","2015","Action","Tecmo Koei",0,0,0.05,0,0.05
"Atelier Sophie: The Alchemist of the Mysterious Book","PS3","2015","Role-Playing","Tecmo Koei",0,0,0.03,0,0.03
"Barbie and Her Sisters Puppy Rescue","PS3","2015","Action","Namco Bandai Games",0,0.01,0,0,0.02
"Battlefield: Hardline","PS3","2015","Shooter","Electronic Arts",0.12,0.23,0.07,0.07,0.49
"Blade Arcus from Shining EX","PS3","2015","Fighting","Sega",0,0,0.02,0,0.02
"Bladestorm: Nightmare","PS3","2015","Action","Tecmo Koei",0,0,0.03,0,0.03
"BlazBlue: Chrono Phantasma Extend","PS3","2015","Action","PQube",0,0,0.04,0,0.04
"Call of Duty: Black Ops 3","PS3","2015","Shooter","Activision",0.49,0.96,0.07,0.27,1.79
"Chaos;Child","PS3","2015","Adventure","5pb",0,0,0.01,0,0.01
"Destiny: The Taken King","PS3","2015","Shooter","Activision",0.16,0.17,0.02,0.06,0.41
"Disney Infinity 3.0","PS3","2015","Action","Disney Interactive Studios",0.14,0.25,0,0.08,0.47
"Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special","PS3","2015","Action","Arc System Works",0,0,0.02,0,0.02
"Dragon Ball: XenoVerse","PS3","2015","Fighting","Namco Bandai Games",0.15,0.2,0.14,0.07,0.55
"Dragon Quest Heroes: The World's Tree Woe and the Blight Below","PS3","2015","Action","Square Enix",0,0,0.49,0,0.49
"Dragon's Dogma Online","PS3","2015","Role-Playing","Capcom",0,0,0.03,0,0.03
"Farming Simulator 2015","PS3","2015","Simulation","Koch Media",0.11,0.28,0,0.07,0.46
"FIFA 16","PS3","2015","Sports","Electronic Arts",0.4,1.98,0.05,0.42,2.85
"Final Fantasy XIV: Heavensward","PS3","2015","Action","Square Enix",0.01,0,0.01,0,0.02
"Game of Thrones (Telltale)","PS3","2015","Adventure","Telltale Games",0.02,0.03,0,0.01,0.06
"Guitar Hero Live","PS3","2015","Misc","Activision",0.09,0.14,0,0.05,0.28
"Handball 16","PS3","2015","Sports","Bigben Interactive",0,0.04,0,0.01,0.05
"Higurashi no Naku Koro ni Iki","PS3","2015","Action","Kaga Create",0,0,0.01,0,0.01
"JoJo's Bizarre Adventure: Eyes of Heaven","PS3","2015","Fighting","Namco Bandai Games",0,0,0.03,0,0.03
"Just Dance 2016","PS3","2015","Misc","Ubisoft",0.1,0.08,0,0.04,0.22
"Kung Fu Panda: Showdown of Legendary Legends","PS3","2015","Action","Little Orbit",0,0.02,0,0,0.02
"LEGO Dimensions","PS3","2015","Action","Warner Bros. Interactive Entertainment",0.15,0.3,0,0.09,0.54
"LEGO Jurassic World","PS3","2015","Action","Warner Bros. Interactive Entertainment",0.34,0.44,0,0.15,0.93
"Madden NFL 16","PS3","2015","Sports","Electronic Arts",0.56,0.11,0,0.15,0.82
"Metal Gear Solid V: The Phantom Pain","PS3","2015","Action","Konami Digital Entertainment",0.21,0.18,0.22,0.08,0.7
"Minecraft: Story Mode","PS3","2015","Adventure","Mojang",0.25,0.33,0,0.11,0.69
"MLB 15: The Show","PS3","2015","Sports","Sony Computer Entertainment",0.3,0.01,0,0.07,0.39
"Monster High: New Ghoul in School","PS3","2015","Action","Little Orbit",0,0.06,0,0.01,0.07
"MotoGP 15","PS3","2015","Racing","Milestone S.r.l.",0,0.03,0.03,0.01,0.07
"Natsuiro High School: Seishun Hakusho","PS3","2015","Action","D3Publisher",0,0,0.02,0,0.02
"NBA 2K16","PS3","2015","Sports","Take-Two Interactive",0.44,0.19,0.03,0.13,0.8
"NHL 16","PS3","2015","Sports","Electronic Arts",0,0.03,0,0.01,0.04
"NHL Legacy","PS3","2015","Action","Electronic Arts",0.03,0,0,0.01,0.04
"Nitroplus Blasterz: Heroines Infinite Duel","PS3","2015","Fighting","Nitroplus",0,0,0.01,0,0.01
"One Piece: Pirate Warriors 3","PS3","2015","Action","Namco Bandai Games",0,0.09,0.19,0.01,0.29
"Pro Baseball Spirits 2015","PS3","2015","Action","Konami Digital Entertainment",0,0,0.15,0,0.15
"Pro Evolution Soccer 2016","PS3","2015","Sports","Konami Digital Entertainment",0.08,0.18,0.15,0.05,0.45
"Resident Evil: Revelations 2","PS3","2015","Action","Capcom",0.06,0.08,0.16,0.03,0.32
"Ride","PS3","2015","Racing","Milestone S.r.l.",0,0.06,0.01,0.01,0.08
"Romance of the Three Kingdoms 13","PS3","2015","Action","Tecmo Koei",0,0,0.04,0,0.04
"Rugby 15","PS3","2015","Sports","Bigben Interactive",0.02,0.09,0,0.02,0.13
"Rugby League Live 3","PS3","2015","Action","Tru Blu Entertainment",0,0.03,0,0,0.03
"Rugby World Cup 2015","PS3","2015","Sports","Ubisoft",0,0.06,0,0.01,0.07
"Saint Seiya: Soldiers' Soul","PS3","2015","Fighting","Namco Bandai Games",0,0,0.04,0,0.04
"Samurai Warriors 4-II","PS3","2015","Action","Tecmo Koei",0,0,0.11,0,0.11
"Samurai Warriors 4: Empires","PS3","2015","Action","Tecmo Koei",0,0,0.06,0,0.06
"Sengoku Basara 4: Sumeragi","PS3","2015","Action","Capcom",0,0,0.09,0,0.09
"Skylanders: SuperChargers","PS3","2015","Action","Activision",0.15,0.18,0,0.06,0.39
"Steins;Gate 0","PS3","2015","Adventure","5pb",0,0,0.03,0,0.03
"Sword Art Online: Lost Song","PS3","2015","Role-Playing","Namco Bandai Games",0,0,0.1,0,0.1
"Tales of Zestiria","PS3","2015","Role-Playing","Namco Bandai Games",0.05,0.09,0.42,0.03,0.59
"Tony Hawk's Pro Skater 5","PS3","2015","Sports","Activision",0.04,0,0,0.01,0.06
"Transformers: Devastation","PS3","2015","Action","Activision",0.03,0.07,0,0.02,0.11
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6","PS3","2015","Adventure","Namco Bandai Games",0,0,0.02,0,0.02
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7","PS3","2015","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"Ukiyo no Shishi","PS3","2015","Action","Namco Bandai Games",0,0,0.03,0,0.03
"Utawarerumono: Itsuwari no Kamen","PS3","2015","Adventure","Aqua Plus",0,0,0.05,0,0.05
"Winning Post 8 2015","PS3","2015","Action","Tecmo Koei",0,0,0.02,0,0.02
"WRC 5: FIA World Rally Championship","PS3","2015","Sports","Bigben Interactive",0.02,0.09,0,0.02,0.12
"WWE 2K16","PS3","2015","Sports","Take-Two Interactive",0.21,0.27,0,0.09,0.58
"Xblaze: Lost Memories","PS3","2015","Adventure","Arc System Works",0.01,0,0,0,0.02
"Yakuza Zero: The Place of Oath","PS3","2015","Action","Sega",0,0,0.25,0,0.25
"Yoru no Nai Kuni","PS3","2015","Role-Playing","Tecmo Koei",0,0,0.05,0,0.05
"Aegis of Earth: Protonovus Assault","PS3","2016","Action","PQube",0.01,0.01,0,0,0.03
"Attack on Titan (KOEI)","PS3","2016","Action","Tecmo Koei",0,0,0.06,0,0.06
"Batman: A Telltale Game Series","PS3","2016","Adventure","Telltale Games",0,0.01,0,0,0.01
"Call of Duty: Modern Warfare Trilogy","PS3","2016","Shooter","Activision",0,0.01,0,0,0.02
"Dragon Quest Builders: Revive Alefgard","PS3","2016","Role-Playing","Square Enix",0,0,0.12,0,0.12
"Dragon Quest Heroes II: Twin Kings and the Prophecy's End","PS3","2016","Action","Square Enix",0,0,0.13,0,0.13
"FIFA 17","PS3","2016","Sports","Electronic Arts",0.02,0.29,0.01,0.05,0.38
"Guilty Gear Xrd -Revelator-","PS3","2016","Fighting","PQube",0.01,0.02,0.02,0.01,0.07
"Jikkyou Powerful Pro Baseball 2016","PS3","2016","Sports","Konami Digital Entertainment",0,0,0.11,0,0.11
"Kamen Rider: Battride War Genesis","PS3","2016","Action","Namco Bandai Games",0,0,0.04,0,0.04
"LEGO Marvel's Avengers","PS3","2016","Action","Warner Bros. Interactive Entertainment",0.1,0.17,0,0.05,0.32
"Lego Star Wars: The Force Awakens","PS3","2016","Action","Warner Bros. Interactive Entertainment",0.03,0.07,0,0.02,0.12
"Madden NFL 17","PS3","2016","Sports","Electronic Arts",0.05,0.01,0,0.01,0.08
"MLB 16: The Show","PS3","2016","Action","Sony Computer Entertainment",0.13,0,0,0.03,0.16
"Naruto Shippuden: Ultimate Ninja Storm Collection","PS3","2016","Action","Namco Bandai Games",0,0.02,0,0,0.02
"NBA 2K17","PS3","2016","Sports","Take-Two Interactive",0.03,0.01,0,0.01,0.05
"Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden","PS3","2016","Misc","Tecmo Koei",0,0,0.03,0,0.03
"Odin Sphere: Leifthrasir","PS3","2016","Role-Playing","Nippon Ichi Software",0.01,0.02,0.03,0.01,0.06
"Persona 5","PS3","2016","Role-Playing","Unknown",0,0,0.1,0,0.1
"Pro Evolution Soccer 2017","PS3","2016","Sports","Konami Digital Entertainment",0,0.01,0.04,0,0.06
"Rugby Challenge 3","PS3","2016","Sports","Alternative Software",0,0.04,0,0.01,0.04
"Sengoku Basara: Sanada Yukimura-Den","PS3","2016","Action","Capcom",0,0,0.02,0,0.02
"Star Ocean 5: Integrity and Faithlessness","PS3","2016","Role-Playing","Square Enix",0,0,0.04,0,0.04
"Super Robot Wars OG: The Moon Dwellers","PS3","2016","Misc","Namco Bandai Games",0,0,0.06,0,0.06
"Tales of Berseria","PS3","2016","Role-Playing","Namco Bandai Games",0,0,0.11,0,0.11
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","PS3","2016","Action","Activision",0.01,0.03,0,0.01,0.05
"Toukiden 2","PS3","2016","Action","Tecmo Koei",0,0,0.02,0,0.02
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8","PS3","2016","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9","PS3","2016","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"UEFA Euro 2016","PS3","2016","Sports","Konami Digital Entertainment",0,0.08,0.02,0.01,0.11
"Utawarerumono: Futari no Hakuoro","PS3","2016","Misc","Aqua Plus",0,0,0.01,0,0.01
"Yakuza Kiwami","PS3","2016","Adventure","Sega",0,0,0.12,0,0.12
